,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
330712,1203.5353,Jeffrey Shallit,"Galina Jiraskova, Jeffrey Shallit",The state complexity of star-complement-star,,,,,cs.FL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We resolve an open question by determining matching (asymptotic) upper and
lower bounds on the state complexity of the operation that sends a language L
to (c(L*))*, where c() denotes complement.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 20:50:45 GMT'}]",2012-03-27,"[['Jiraskova', 'Galina', ''], ['Shallit', 'Jeffrey', '']]"
330721,1203.5362,Mehmet Karaca,"Mehmet Karaca, Yunus Sarikaya, Ozgur Ercetin, Tansu Alpcan, Holger
  Boche",Throughput Optimal Scheduling with Dynamic Channel Feedback,submitted,"Wireless Communications, IEEE Transactions on vol.12, No:6, 2013",10.1109/TWC.2013.041713.121460,,cs.NI cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  It is well known that opportunistic scheduling algorithms are throughput
optimal under full knowledge of channel and network conditions. However, these
algorithms achieve a hypothetical achievable rate region which does not take
into account the overhead associated with channel probing and feedback required
to obtain the full channel state information at every slot. We adopt a channel
probing model where $\beta$ fraction of time slot is consumed for acquiring the
channel state information (CSI) of a single channel. In this work, we design a
joint scheduling and channel probing algorithm named SDF by considering the
overhead of obtaining the channel state information. We first analytically
prove SDF algorithm can support $1+\epsilon$ fraction of of the full rate
region achieved when all users are probed where $\epsilon$ depends on the
expected number of users which are not probed. Then, for homogenous channel, we
show that when the number of users in the network is greater than 3, $\epsilon
> 0$, i.e., we guarantee to expand the rate region. In addition, for
heterogenous channels, we prove the conditions under which SDF guarantees to
increase the rate region. We also demonstrate numerically in a realistic
simulation setting that this rate region can be achieved by probing only less
than 50% of all channels in a CDMA based cellular network utilizing high data
rate protocol under normal channel conditions.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 21:48:10 GMT'}, {'version': 'v2', 'created': 'Tue, 27 Mar 2012 00:22:40 GMT'}]",2013-07-05,"[['Karaca', 'Mehmet', ''], ['Sarikaya', 'Yunus', ''], ['Ercetin', 'Ozgur', ''], ['Alpcan', 'Tansu', ''], ['Boche', 'Holger', '']]"
330737,1203.5378,Mohammad Noshad,Mohammad Noshad and Maite Brandt-Pearce,Expurgated PPM Using Symmetric Balanced Incomplete Block Designs,,,,,cs.IT math.IT physics.optics,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this letter, we propose a new pulse position modulation (PPM) scheme,
called expurgated PPM (EPPM), for application in peak power limited
communication systems, such as impulse radio (IR) ultra wide band (UWB) systems
and free space optical (FSO) communications. Using the proposed scheme, the
constellation size and the bit-rate can be increased significantly in these
systems. The symbols are obtained using symmetric balanced incomplete block
designs (BIBD), forming a set of pair-wise equidistance symbols. The
performance of Q-ary EPPM is better than any Q-ary pulse position-based
modulation scheme with the same symbol length. Since the code is cyclic, the
receiver for EPPM is simpler compared to multipulse PPM (MPPM).
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 02:19:14 GMT'}]",2012-03-27,"[['Noshad', 'Mohammad', ''], ['Brandt-Pearce', 'Maite', '']]"
330746,1203.5387,Vibhor  Rastogi,"Vibhor Rastogi, Ashwin Machanavajjhala, Laukik Chitnis, Anish Das
  Sarma",Finding Connected Components on Map-reduce in Logarithmic Rounds,,,,,cs.DS cs.DB,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Given a large graph G = (V,E) with millions of nodes and edges, how do we
compute its connected components efficiently? Recent work addresses this
problem in map-reduce, where a fundamental trade-off exists between the number
of map-reduce rounds and the communication of each round. Denoting d the
diameter of the graph, and n the number of nodes in the largest component, all
prior map-reduce techniques either require d rounds, or require about n|V| +
|E| communication per round. We propose two randomized map-reduce algorithms --
(i) Hash-Greater-To-Min, which provably requires at most 3log(n) rounds with
high probability, and at most 2(|V| + |E|) communication per round, and (ii)
Hash-to-Min, which has a worse theoretical complexity, but in practice
completes in at most 2log(d) rounds and 3(|V| + |E|) communication per rounds.
  Our techniques for connected components can be applied to clustering as well.
We propose a novel algorithm for agglomerative single linkage clustering in
map-reduce. This is the first algorithm that can provably compute a clustering
in at most O(log(n)) rounds, where n is the size of the largest cluster. We
show the effectiveness of all our algorithms through detailed experiments on
large synthetic as well as real-world datasets.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 05:16:27 GMT'}, {'version': 'v2', 'created': 'Tue, 13 Nov 2012 01:50:51 GMT'}]",2012-11-14,"[['Rastogi', 'Vibhor', ''], ['Machanavajjhala', 'Ashwin', ''], ['Chitnis', 'Laukik', ''], ['Sarma', 'Anish Das', '']]"
330754,1203.5395,Mohammad Firooz,"Mohammad Hamed Firooz, Sumit Roy",Data Dissemination in Wireless Networks with Network Coding,,"IEEE Communications Letters, Volume:17 , Issue: 5, 2013",10.1109/LCOMM.2013.031313.121994,,cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We investigate the use of network coding for information dissemination over a
wireless network. Using network coding allows for a simple, distributed and
robust algorithm where nodes do not need any information from their neighbors.
In this paper, we analyze the time needed to diffuse information throughout a
network when network coding is implemented at all nodes. We then provide an
upper bound for the dissemination time for ad-hoc networks with general
topology. Moreover, we derive a relation between dissemination time and the
size of the wireless network. It is shown that for a wireless network with N
nodes, the dissemination latency is between O(N) and O(N^2), depending on the
reception probabilities of the nodes. These observations are validated by the
simulation results.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 07:53:13 GMT'}, {'version': 'v2', 'created': 'Sun, 9 Sep 2012 21:11:46 GMT'}, {'version': 'v3', 'created': 'Sun, 8 Dec 2013 07:56:52 GMT'}]",2016-11-18,"[['Firooz', 'Mohammad Hamed', ''], ['Roy', 'Sumit', '']]"
330758,1203.5399,Ido Ben-Zvi,Ido Ben-Zvi and Yoram Moses,Agent-time Epistemics and Coordination,"30 pages, 5 figures",,,,cs.MA cs.DC cs.LO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A minor change to the standard epistemic logical language, replacing $K_{i}$
with $K_{\node{i,t}}$ where $t$ is a time instance, gives rise to a generalized
and more expressive form of knowledge and common knowledge operators. We
investigate the communication structures that are necessary for such
generalized epistemic states to arise, and the inter-agent coordination tasks
that require such knowledge. Previous work has established a relation between
linear event ordering and nested knowledge, and between simultaneous event
occurrences and common knowledge. In the new, extended, formalism, epistemic
necessity is decoupled from temporal necessity. Nested knowledge and event
ordering are shown to be related even when the nesting order does not match the
temporal order of occurrence. The generalized form of common knowledge does
{\em not} correspond to simultaneity. Rather, it corresponds to a notion of
tight coordination, of which simultaneity is an instance.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 10:12:05 GMT'}]",2012-03-27,"[['Ben-Zvi', 'Ido', ''], ['Moses', 'Yoram', '']]"
330762,1203.5403,Youssef Bassil,Youssef Bassil,"Distributed, Cross-Platform, and Regression Testing Architecture for
  Service-Oriented Architecture","ISSN: 2166-2924; LACSC - Lebanese Association for Computational
  Sciences - http://www.lacsc.org; Advances in Computer Science and its
  Applications (ACSA), Vol. 1, No. 1, March 2012",,,,cs.SE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  As per leading IT experts, today's large enterprises are going through
business transformations. They are adopting service-based IT models such as SOA
to develop their enterprise information systems and applications. In fact, SOA
is an integration of loosely-coupled interoperable components, possibly built
using heterogeneous software technologies and hardware platforms. As a result,
traditional testing architectures are no more adequate for verifying and
validating the quality of SOA systems and whether they are operating to
specifications. This paper first discusses the various state-of-the-art methods
for testing SOA applications, and then it proposes a novel automated,
distributed, cross-platform, and regression testing architecture for SOA
systems. The proposed testing architecture consists of several testing units
which include test engine, test code generator, test case generator, test
executer, and test monitor units. Experiments conducted showed that the
proposed testing architecture managed to use parallel agents to test
heterogeneous web services whose technologies were incompatible with the
testing framework. As future work, testing non-functional aspects of SOA
applications are to be investigated so as to allow the testing of such
properties as performance, security, availability, and scalability.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 10:49:06 GMT'}]",2012-03-27,"[['Bassil', 'Youssef', '']]"
330773,1203.5414,Stasys Jukna,S. Jukna,"Clique problem, cutting plane proofs and communication complexity","10 pages. Theorem 1 in the previous version holds only for bipartite
  graphs, the non-bipartite case remains open. I now separate the bipartite and
  non-bipartite cases (by switching from independent sets to cliques, hence a
  new title). Some new open problems as well as references are added",Information Processing Letters 112(20) (2012) 772-777,10.1016/j.ipl.2012.07.003,,cs.CC cs.DM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Motivated by its relation to the length of cutting plane proofs for the
Maximum Biclique problem, we consider the following communication game on a
given graph G, known to both players. Let K be the maximal number of vertices
in a complete bipartite subgraph of G, which is not necessarily an induced
subgraph if G is not bipartite. Alice gets a set A of vertices, and Bob gets a
disjoint set B of vertices such that |A|+|B|>K. The goal is to find a nonedge
of G between A and B. We show that O(\log n) bits of communication are enough
for every n-vertex graph.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 13:51:15 GMT'}, {'version': 'v2', 'created': 'Sun, 15 Apr 2012 15:20:40 GMT'}]",2018-05-30,"[['Jukna', 'S.', '']]"
330774,1203.5415,Xiaofeng Liao,"Yongji Wang, Xiaofeng Liao, Hu Wu, Jingzheng Wu",Incremental Collaborative Filtering Considering Temporal Effects,"18 pages, 3 figures, 3 tables",,,,cs.IR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Recommender systems require their recommendation algorithms to be accurate,
scalable and should handle very sparse training data which keep changing over
time. Inspired by ant colony optimization, we propose a novel collaborative
filtering scheme: Ant Collaborative Filtering that enjoys those favorable
characteristics above mentioned. With the mechanism of pheromone transmission
between users and items, our method can pinpoint most relative users and items
even in face of the sparsity problem. By virtue of the evaporation of existing
pheromone, we capture the evolution of user preference over time. Meanwhile,
the computation complexity is comparatively small and the incremental update
can be done online. We design three experiments on three typical recommender
systems, namely movie recommendation, book recommendation and music
recommendation, which cover both explicit and implicit rating data. The results
show that the proposed algorithm is well suited for real-world recommendation
scenarios which have a high throughput and are time sensitive.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 14:14:00 GMT'}]",2012-03-27,"[['Wang', 'Yongji', ''], ['Liao', 'Xiaofeng', ''], ['Wu', 'Hu', ''], ['Wu', 'Jingzheng', '']]"
330781,1203.5422,Jing Lei,Jing Lei and Larry Wasserman,Distribution Free Prediction Bands,"28 pages, 4 figures",,,,stat.ME cs.LG math.ST stat.TH,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study distribution free, nonparametric prediction bands with a special
focus on their finite sample behavior. First we investigate and develop
different notions of finite sample coverage guarantees. Then we give a new
prediction band estimator by combining the idea of ""conformal prediction"" (Vovk
et al. 2009) with nonparametric conditional density estimation. The proposed
estimator, called COPS (Conformal Optimized Prediction Set), always has finite
sample guarantee in a stronger sense than the original conformal prediction
estimator. Under regularity conditions the estimator converges to an oracle
band at a minimax optimal rate. A fast approximation algorithm and a data
driven method for selecting the bandwidth are developed. The method is
illustrated first in simulated data. Then, an application shows that the
proposed method gives desirable prediction intervals in an automatic way, as
compared to the classical linear regression modeling.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 15:04:02 GMT'}]",2012-03-27,"[['Lei', 'Jing', ''], ['Wasserman', 'Larry', '']]"
330782,1203.5423,EPTCS,"Simona Ronchi della Rocca (UNITO), Elaine Pimentel (UFMG)","Proceedings 6th Workshop on Logical and Semantic Frameworks with
  Applications",,"EPTCS 81, 2012",10.4204/EPTCS.81,,cs.LO cs.CC cs.PL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This volume contains the proceedings of the Sixth Workshop on Logical and
Semantic Frameworks with Applications (LSFA 2011). The workshop will be hold in
Belo Horizonte, on August 27th 2011.
  Logical and semantic frameworks are formal languages used to represent
logics, languages and systems. These frameworks provide foundations for formal
specification of systems and programming languages, supporting tool development
and reasoning.
  The objective of this one-day workshop is to put together theoreticians and
practitioners to promote new techniques and results, from the theoretical side,
and feedback on the implementation and the use of such techniques and results,
from the practical side.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 15:27:21 GMT'}]",2012-03-27,"[['della Rocca', 'Simona Ronchi', '', 'UNITO'], ['Pimentel', 'Elaine', '', 'UFMG']]"
330797,1203.5438,Emile Richard,"Emile Richard, Andreas Argyriou, Theodoros Evgeniou and Nicolas
  Vayatis","A Regularization Approach for Prediction of Edges and Node Features in
  Dynamic Graphs",,,,,cs.LG stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We consider the two problems of predicting links in a dynamic graph sequence
and predicting functions defined at each node of the graph. In many
applications, the solution of one problem is useful for solving the other.
Indeed, if these functions reflect node features, then they are related through
the graph structure. In this paper, we formulate a hybrid approach that
simultaneously learns the structure of the graph and predicts the values of the
node-related functions. Our approach is based on the optimization of a joint
regularization objective. We empirically test the benefits of the proposed
method with both synthetic and real data. The results indicate that joint
regularization improves prediction performance over the graph evolution and the
node features.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 18:59:55 GMT'}]",2012-03-27,"[['Richard', 'Emile', ''], ['Argyriou', 'Andreas', ''], ['Evgeniou', 'Theodoros', ''], ['Vayatis', 'Nicolas', '']]"
330802,1203.5443,Martin Pelikan,"Martin Pelikan, Mark W. Hauschild, and Pier Luca Lanzi","Transfer Learning, Soft Distance-Based Bias, and the Hierarchical BOA","Accepted at Parallel Problem Solving from Nature (PPSN XII), 10
  pages. arXiv admin note: substantial text overlap with arXiv:1201.2241",,,MEDAL Report No. 2012004,cs.NE cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  An automated technique has recently been proposed to transfer learning in the
hierarchical Bayesian optimization algorithm (hBOA) based on distance-based
statistics. The technique enables practitioners to improve hBOA efficiency by
collecting statistics from probabilistic models obtained in previous hBOA runs
and using the obtained statistics to bias future hBOA runs on similar problems.
The purpose of this paper is threefold: (1) test the technique on several
classes of NP-complete problems, including MAXSAT, spin glasses and minimum
vertex cover; (2) demonstrate that the technique is effective even when
previous runs were done on problems of different size; (3) provide empirical
evidence that combining transfer learning with other efficiency enhancement
techniques can often yield nearly multiplicative speedups.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 20:11:21 GMT'}, {'version': 'v2', 'created': 'Thu, 21 Jun 2012 12:47:30 GMT'}]",2012-06-22,"[['Pelikan', 'Martin', ''], ['Hauschild', 'Mark W.', ''], ['Lanzi', 'Pier Luca', '']]"
330805,1203.5446,Cyril Voyant,"Philippe Lauret (PIMENT), Auline Rodler (SPE), Marc Muselli (SPE),
  Mathieu David (PIMENT), Hadja Diagne (PIMENT), Cyril Voyant (SPE, CHD
  Castellucio)","A Bayesian Model Committee Approach to Forecasting Global Solar
  Radiation","WREF 2012 : World Renewable Energy Forum, Denver : United States
  (2012)",,,,stat.AP cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper proposes to use a rather new modelling approach in the realm of
solar radiation forecasting. In this work, two forecasting models:
Autoregressive Moving Average (ARMA) and Neural Network (NN) models are
combined to form a model committee. The Bayesian inference is used to affect a
probability to each model in the committee. Hence, each model's predictions are
weighted by their respective probability. The models are fitted to one year of
hourly Global Horizontal Irradiance (GHI) measurements. Another year (the test
set) is used for making genuine one hour ahead (h+1) out-of-sample forecast
comparisons. The proposed approach is benchmarked against the persistence
model. The very first results show an improvement brought by this approach.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 20:58:48 GMT'}]",2012-03-27,"[['Lauret', 'Philippe', '', 'PIMENT'], ['Rodler', 'Auline', '', 'SPE'], ['Muselli', 'Marc', '', 'SPE'], ['David', 'Mathieu', '', 'PIMENT'], ['Diagne', 'Hadja', '', 'PIMENT'], ['Voyant', 'Cyril', '', 'SPE, CHD\n  Castellucio']]"
330810,1203.5451,Imtiez Fliss,Imtiez Fliss and Moncef Tagina,Multiple faults diagnosis using causal graph,,"In the proceedings of The 6th IEEE International Multi- Conference
  On Systems, Signals Devices- SSD'09, Djerba, Tunisia, 23-26 Mars 2009",,,cs.SY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This work proposes to put up a tool for diagnosing multi faults based on
model using techniques of detection and localization inspired from the
community of artificial intelligence and that of automatic. The diagnostic
procedure to be integrated into the supervisory system must therefore be
provided with explanatory features. Techniques based on causal reasoning are a
pertinent approach for this purpose. Bond graph modeling is used to describe
the cause effect relationship between process variables. Experimental results
are presented and discussed in order to compare performance of causal graph
technique and classic methods inspired from artificial intelligence (DX) and
control theory (FDI).
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 22:16:45 GMT'}]",2012-03-27,"[['Fliss', 'Imtiez', ''], ['Tagina', 'Moncef', '']]"
330811,1203.5452,Nesrine Yahia Ben,"Nesrine Ben Yahia, Narj\`es Bellamine and Henda Ben Ghezala",Modeling of Mixed Decision Making Process,"Keywords-collaborative knowledge management; mixed decision making;
  dynamicity of actors; UML-G","In Proceedings of IEEE International Conference on Information
  Technology and e-Services 2012, pp. 555-559 ISBN: 978-9938-9511-1-0",,,cs.AI,http://creativecommons.org/licenses/by/3.0/,"  Decision making whenever and wherever it is happened is key to organizations
success. In order to make correct decision, individuals, teams and
organizations need both knowledge management (to manage content) and
collaboration (to manage group processes) to make that more effective and
efficient. In this paper, we explain the knowledge management and collaboration
convergence. Then, we propose a formal description of mixed and multimodal
decision making (MDM) process where decision may be made by three possible
modes: individual, collective or hybrid. Finally, we explicit the MDM process
based on UML-G profile.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 22:18:36 GMT'}]",2012-03-27,"[['Yahia', 'Nesrine Ben', ''], ['Bellamine', 'Narjès', ''], ['Ghezala', 'Henda Ben', '']]"
330812,1203.5453,Aleksandar Nikolov,"S. Muthukrishnan, Aleksandar Nikolov",Optimal Private Halfspace Counting via Discrepancy,,,,,cs.DS cs.CG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A range counting problem is specified by a set $P$ of size $|P| = n$ of
points in $\mathbb{R}^d$, an integer weight $x_p$ associated to each point $p
\in P$, and a range space ${\cal R} \subseteq 2^{P}$. Given a query range $R
\in {\cal R}$, the target output is $R(\vec{x}) = \sum_{p \in R}{x_p}$. Range
counting for different range spaces is a central problem in Computational
Geometry.
  We study $(\epsilon, \delta)$-differentially private algorithms for range
counting. Our main results are for the range space given by hyperplanes, that
is, the halfspace counting problem. We present an $(\epsilon,
\delta)$-differentially private algorithm for halfspace counting in $d$
dimensions which achieves $O(n^{1-1/d})$ average squared error. This contrasts
with the $\Omega(n)$ lower bound established by the classical result of Dinur
and Nissim [PODS 2003] for arbitrary subset counting queries. We also show a
matching lower bound on average squared error for any $(\epsilon,
\delta)$-differentially private algorithm for halfspace counting. Both bounds
are obtained using discrepancy theory. For the lower bound, we use a modified
discrepancy measure and bound approximation of $(\epsilon,
\delta)$-differentially private algorithms for range counting queries in terms
of this discrepancy. We also relate the modified discrepancy measure to
classical combinatorial discrepancy, which allows us to exploit known
discrepancy lower bounds. This approach also yields a lower bound of
$\Omega((\log n)^{d-1})$ for $(\epsilon, \delta)$-differentially private
orthogonal range counting in $d$ dimensions, the first known superconstant
lower bound for this problem. For the upper bound, we use an approach inspired
by partial coloring methods for proving discrepancy upper bounds, and obtain
$(\epsilon, \delta)$-differentially private algorithms for range counting with
polynomially bounded shatter function range spaces.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 22:25:12 GMT'}]",2012-03-27,"[['Muthukrishnan', 'S.', ''], ['Nikolov', 'Aleksandar', '']]"
330813,1203.5454,Imtiez Fliss,Imtiez fliss and Moncef Tagina,"A Novel Fault Detection Approach combining Adaptive Thresholding and
  Fuzzy Reasoning",,"In the proceedings of The 3rd IEEE International Conference
  Electrical Engineering Design and Technologies (ICEEDT'09), Sousse, Tunisia,
  31 Octobre-02 Novembre 2009",,,cs.SY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Fault detection methods have their pros and cons. Thus, it is possible that
some methods can complement each other and offer consequently better diagnostic
systems. The integration of various characteristics is a way to develop
""hybrid"" systems to overcome the limitations of individual strategies of each
method. In this paper a novel detection module combining the use of adaptive
threshold and fuzzy logic reasoning inspired by the Evsukoff's approach is
proposed in order to reduce the rate of false alarms, guarantee more robustness
to disturbances and assist the operator in making decisions. The proposed
approach can be used in case of multiple faults detection. This approach is
applied to a benchmark in diagnosis domain: the three-tank system. The results
of the proposed detection module are then presented through a gradual palette
of colors in the graphical interface of the system.
","[{'version': 'v1', 'created': 'Sat, 24 Mar 2012 22:28:17 GMT'}]",2012-03-27,"[['fliss', 'Imtiez', ''], ['Tagina', 'Moncef', '']]"
330823,1203.5464,Ton Kloks,Ton Kloks,A note on triangle partitions,,,,,cs.DS cs.DM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Koivisto studied the partitioning of sets of bounded cardinality. We improve
his time analysis somewhat, for the special case of triangle partitions, and
obtain a slight improvement.
","[{'version': 'v1', 'created': 'Sun, 25 Mar 2012 02:16:00 GMT'}]",2012-03-27,"[['Kloks', 'Ton', '']]"
330826,1203.5467,Chengqing Li,"Chengqing Li, Yu Zhang, Rong Ou, Kwok-Wo Wong",Breaking a novel colour image encryption algorithm based on chaos,"5 pages, 1 figure",,,,cs.CR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Recently, a colour image encryption algorithm based on chaos was proposed by
cascading two position permutation operations and one substitution operation,
which are all determined by some pseudo-random number sequences generated by
iterating the Logistic map. This paper evaluates the security level of the
encryption algorithm and finds that the position permutation-only part and the
substitution part can be separately broken with only $\lceil (\log_2(3MN))/8
\rceil$ and 2 chosen plain-images, respectively, where $MN$ is the size of the
plain-image. Concise theoretical analyses are provided to support the
chosen-plaintext attack, which are verified by experimental results also.
","[{'version': 'v1', 'created': 'Sun, 25 Mar 2012 02:58:26 GMT'}]",2012-03-27,"[['Li', 'Chengqing', ''], ['Zhang', 'Yu', ''], ['Ou', 'Rong', ''], ['Wong', 'Kwok-Wo', '']]"
330833,1203.5474,Yanhua Li,"Yanhua Li, Zhi-Li Zhang, Jie Bao","Mutual or Unrequited Love: Identifying Stable Clusters in Social
  Networks with Uni- and Bi-directional Links","10pages. A short version appears in 9th Workshop on Algorithms and
  Models for the Web Graph (WAW 2012)",,,,cs.SI physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Many social networks, e.g., Slashdot and Twitter, can be represented as
directed graphs (digraphs) with two types of links between entities: mutual
(bi-directional) and one-way (uni-directional) connections. Social science
theories reveal that mutual connections are more stable than one-way
connections, and one-way connections exhibit various tendencies to become
mutual connections. It is therefore important to take such tendencies into
account when performing clustering of social networks with both mutual and
one-way connections.
  In this paper, we utilize the dyadic methods to analyze social networks, and
develop a generalized mutuality tendency theory to capture the tendencies of
those node pairs which tend to establish mutual connections more frequently
than those occur by chance. Using these results, we develop a
mutuality-tendency-aware spectral clustering algorithm to identify more stable
clusters by maximizing the within-cluster mutuality tendency and minimizing the
cross-cluster mutuality tendency. Extensive simulation results on synthetic
datasets as well as real online social network datasets such as Slashdot,
demonstrate that our proposed mutuality-tendency-aware spectral clustering
algorithm extracts more stable social community structures than traditional
spectral clustering methods.
","[{'version': 'v1', 'created': 'Sun, 25 Mar 2012 07:22:14 GMT'}]",2012-03-27,"[['Li', 'Yanhua', ''], ['Zhang', 'Zhi-Li', ''], ['Bao', 'Jie', '']]"
330844,1203.5485,Sameer Agarwal,"Sameer Agarwal, Aurojit Panda, Barzan Mozafari, Samuel Madden, Ion
  Stoica","BlinkDB: Queries with Bounded Errors and Bounded Response Times on Very
  Large Data",,,,,cs.DB cs.DC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, we present BlinkDB, a massively parallel, sampling-based
approximate query engine for running ad-hoc, interactive SQL queries on large
volumes of data. The key insight that BlinkDB builds on is that one can often
make reasonable decisions in the absence of perfect answers. For example,
reliably detecting a malfunctioning server using a distributed collection of
system logs does not require analyzing every request processed by the system.
Based on this insight, BlinkDB allows one to trade-off query accuracy for
response time, enabling interactive queries over massive data by running
queries on data samples and presenting results annotated with meaningful error
bars. To achieve this, BlinkDB uses two key ideas that differentiate it from
previous work in this area: (1) an adaptive optimization framework that builds
and maintains a set of multi-dimensional, multi-resolution samples from
original data over time, and (2) a dynamic sample selection strategy that
selects an appropriately sized sample based on a query's accuracy and/or
response time requirements. We have built an open-source version of BlinkDB and
validated its effectiveness using the well-known TPC-H benchmark as well as a
real-world analytic workload derived from Conviva Inc. Our experiments on a 100
node cluster show that BlinkDB can answer a wide range of queries from a
real-world query trace on up to 17 TBs of data in less than 2 seconds (over
100\times faster than Hive), within an error of 2 - 10%.
","[{'version': 'v1', 'created': 'Sun, 25 Mar 2012 11:11:21 GMT'}, {'version': 'v2', 'created': 'Tue, 19 Jun 2012 19:01:31 GMT'}]",2012-06-20,"[['Agarwal', 'Sameer', ''], ['Panda', 'Aurojit', ''], ['Mozafari', 'Barzan', ''], ['Madden', 'Samuel', ''], ['Stoica', 'Ion', '']]"
330861,1203.5502,Marco Guerini,"Marco Guerini, Carlo Strapparava and Gozde Ozbal",Exploring Text Virality in Social Networks,,"Proceedings of the Fifth International AAAI Conference on Weblogs
  and Social Media (ICWSM 2011), 17-21 July 2011, Barcelona, Spain",,,cs.CL cs.SI physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This paper aims to shed some light on the concept of virality - especially in
social networks - and to provide new insights on its structure. We argue that:
(a) virality is a phenomenon strictly connected to the nature of the content
being spread, rather than to the influencers who spread it, (b) virality is a
phenomenon with many facets, i.e. under this generic term several different
effects of persuasive communication are comprised and they only partially
overlap. To give ground to our claims, we provide initial experiments in a
machine learning framework to show how various aspects of virality can be
independently predicted according to content features.
","[{'version': 'v1', 'created': 'Sun, 25 Mar 2012 14:56:04 GMT'}]",2015-03-20,"[['Guerini', 'Marco', ''], ['Strapparava', 'Carlo', ''], ['Ozbal', 'Gozde', '']]"
330882,1203.5523,Antonios Argyriou,Antonios Argyriou,Wireless Video Transmission with Over-the-Air Packet Mixing,2012 Packet Video Workshop,,,,cs.NI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, we propose a system for wireless video transmission with a
wireless physical layer (PHY) that supports cooperative forwarding of
interfered/superimposed packets. Our system model considers multiple and
independent unicast transmissions between network nodes while a number of them
serve as relays of the interfered/superimposed signals. For this new PHY the
average transmission rate that each node can achieve is estimated first. Next,
we formulate a utility optimization framework for the video transmission
problem and we show that it can be simplified due to the features of the new
PHY. Simulation results reveal the system operating regions for which
superimposing wireless packets is a better choice than a typical cooperative
PHY.
","[{'version': 'v1', 'created': 'Sun, 25 Mar 2012 17:44:54 GMT'}]",2012-03-27,"[['Argyriou', 'Antonios', '']]"
